Keyword,Visibility,Visibility Difference,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found
woodland front doors replacing,58%,+11%,26,Not in top 30,Entered,"Images (0), Videos (0)",https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,26,Not in top 30,Entered,"Images (0), Videos (0)",https://www.southernfront.com/houston/front-doors...,1,2,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,1,3,+2,"Local Pack (0), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Shopping (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
storm door installation Houston TX,58%,-7%,25,23,-2,"Local Pack (0), Videos (0)",https://www.southernfront.com/remarkable-storm-door-installation-houston-tx/,24,16,-8,"Local Pack (0), Videos (0)",https://www.southernfront.com/remarkable-storm...,3,4,+1,"Local Pack (0), Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/remarkable-storm-door-installation-houston-tx/,3,4,+1,"Local Pack (0), Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/remarkable-storm-door-installation-houston-tx/
exterior doors richmond tx,57%,+6%,7(6),8(6),+1,Images (1),https://www.southernfront.com/houston/rustic-entry-doors-houston/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,9,12,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/locksets-and-hardware/richmond/,9,12,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/locksets-and-hardware/richmond/
custom wrought iron houston,55%,+8%,17,14,-3,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wrought-iron-doors-houston/,14,15,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom...,13,18,+5,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wrought-iron-doors-houston/,14,20,+6,"Images (1), Thumbnail (1), Reviews (0), Knowledge Panel (0), Shopping (0)",https://www.southernfront.com/houston/custom-wrought-iron-doors-houston/
exterior door outlet houston,55%,+7%,Not in top 30,Not in top 30,Stays out,Local Pack (0),,2(4),17,+15,Local Pack (1),https://www.southernfront.com/,12,9,-3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/,13,9,-4,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
exterior french doors houston,55%,-12%,9,15,+6,"Local Pack (0), Videos (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,24,2(1),-22,"Local Pack (0), Videos (0)",https://www.southernfront.com,12,13,+1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-exterior-doors-houston/,13,14,+1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-exterior-doors-houston/
"Wrought Iron Entry Doors Fort Bend, tx",55%,-16%,29,19,-10,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/products/,26,17,-9,"Local Pack (0), Videos (0)",https://www.southernfront.com/products,1,1,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/
houston wholesale doors,54%,-27%,22,8,-14,,https://www.southernfront.com/products/iron-doors/,23,9,-14,Local Pack (0),https://www.southernfront.com/products/iron-doors,7,5,-2,"Local Pack (0), Images (0), SiteLinks (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,7,5,-2,"Local Pack (0), Images (0), SiteLinks (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
southern front,54%,-26%,22,7,-15,Images (0),https://www.southernfront.com/,29,13,-16,,https://www.southernfront.com/inventory-2/wood-doors,4,4,0,"Images (0), Videos (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/,4,4,0,"Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
wood door sand finishing company heights tx,54%,+23%,12,Not in top 30,Entered,,https://www.southernfront.com/products/wood-doors/,9,Not in top 30,Entered,,https://www.southernfront.com/products/wood-doors,16,12,-4,"Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,22,12,-10,"Images (0), Thumbnail (0), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/products/wood-doors/
disadvantages to fiberglass doors,54%,-19%,26,9,-17,Videos (0),https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,25,21,-4,Videos (0),https://www.southernfront.com/the-pros-and-cons-of...,4,3,-1,"Featured Snippet (0), Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,4,3,-1,"Featured Snippet (0), Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/
disadvantages of fiberglass doors,54%,-1%,26,Not in top 30,Entered,Videos (0),https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,25,21,-4,,https://www.southernfront.com/the-pros-and-cons-of...,4,3,-1,"Featured Snippet (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,4,3,-1,"Featured Snippet (0), Images (1), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/
wood and iron door,54%,-18%,27,19,-8,"Images (0), Videos (0)",https://www.southernfront.com/houston/wood-and-iron-doors-houston/,30,16,-14,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/wood-and...,1(1),1,0,"Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/wood-doors-wrought-iron-houston/,1,1,0,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0)",https://www.southernfront.com/houston/wood-doors-wrought-iron-houston/
discount front doors houston tx,53%,-6%,24,23,-1,Local Pack (0),https://www.southernfront.com/houston/front-entry-door-sale-in-houston/,26,19,-7,Local Pack (0),https://www.southernfront.com,5,6,+1,"Images (0), Videos (0), SiteLinks (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/,6,6,0,"Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
glass doors the woodlands tx,53%,-22%,29,11,-18,Local Pack (0),https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,22,7,-15,Local Pack (0),https://www.southernfront.com/houston/front-doors...,5,8,+3,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,5,8,+3,"Local Pack (0), Images (1), Thumbnail (0), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
double door staining woodland heights tx,53%,-2%,11,9,-2,,https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,Not in top 30,Not in top 30,Stays out,Local Pack (0),,10,9,-1,"Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/,9(4),9,0,"Images (1), Videos (0), Thumbnail (0), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/
double door staining kingwood tx,53%,+28%,Not in top 30,Not in top 30,Stays out,,,2(1),Not in top 30,Entered,Local Pack (1),https://www.southernfront.com/,14,14,0,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/about/,14,18,+4,"Images (0), Videos (0), Thumbnail (0), Reviews (0), Knowledge Panel (0)",https://www.southernfront.com/about/
full security doors galveston county tx,52%,+11%,25,8,-17,Images (0),https://www.southernfront.com/screen-security-door-houston-tx/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,3,Not in top 30,Entered,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/security-screen-door-houston-tx/,3,5,+2,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/security-screen-door-houston-tx/
double door staining bellaire tx,52%,+23%,Not in top 30,Not in top 30,Stays out,,,1(4),Not in top 30,Entered,Local Pack (1),https://www.southernfront.com/,16,14,-2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/about/,14,14,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0)",https://www.southernfront.com/about/
security storm doors cypress tx,50%,-17%,Not in top 30,23,Dropped,"Local Pack (0), Videos (0)",,30,19,-11,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/titan-security-door-houston-tx,1,1,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/security-screen-door-houston-tx/,2,1,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/security-screen-door-houston-tx/
patio sliding doors the woodlands tx,50%,+6%,14,11,-3,Local Pack (0),https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,12,Not in top 30,Entered,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood...,18,13,-5,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,20,16,-4,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
french doors houston tx,49%,-1%,11,12,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,23,24,+1,"Local Pack (0), Images (0)",https://www.southernfront.com,15,13,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-exterior-doors-houston/,16,15,-1,"Local Pack (0), Images (0), Thumbnail (1), People Also Ask (0), Shopping (0)",https://www.southernfront.com/houston/custom-exterior-doors-houston/
exterior doors bellaire tx,49%,0%,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,1,1,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
door replacement the woodlands tx,49%,+3%,Not in top 30,Not in top 30,Stays out,Local Pack (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),,1,4,+3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,2,3,+1,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
"wrought iron Fort Bend, tx",49%,-21%,27,8,-19,Local Pack (0),https://www.southernfront.com/products/iron-doors/,28,18,-10,,https://www.southernfront.com/products/iron-doors,5,7,+2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/wrought-iron-and-wood-doors/,5,7,+2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/wrought-iron-and-wood-doors/
full security doors brazoria county tx,49%,-12%,Not in top 30,Not in top 30,Stays out,Images (0),,30,15,-15,Local Pack (0),https://www.southernfront.com/screen-security-door-houston-tx,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/security-screen-door-houston-tx/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/titan-premium-security-doors/
interior doors in houston tx,49%,+5%,20,9,-11,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,16,Not in top 30,Entered,Local Pack (0),https://www.southernfront.com/houston/custom-wood-doors-houston-tx,13,15,+2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/,16,16,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/the-door-company-of-houston/
exterior doors sell replace bellaire tx,49%,-4%,Not in top 30,Not in top 30,Stays out,Images (0),,Not in top 30,26,Dropped,"Local Pack (0), Images (0)",,1,1,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
wholesale doors in houston,48%,-27%,15,8,-7,Local Pack (0),https://www.southernfront.com/your-one-stop-shop-for-wholesale-doors/,30,8,-22,Local Pack (0),https://www.southernfront.com/your-on…,11,9,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/,11,9,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/
full view security doors brazoria county tx,48%,-19%,Not in top 30,8,Dropped,"Local Pack (0), Images (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,1,2,+1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/security-screen-door-houston-tx/,3,2,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/security-screen-door-houston-tx/
interior glass doors woodlands tx,48%,+9%,19,16,-3,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,14,Not in top 30,Entered,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood...,15,14,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/,18,16,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/
interior doors houston area,48%,-12%,13,7,-6,Local Pack (0),https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,22,15,-7,Local Pack (0),https://www.southernfront.com/products/iron-doors,14,15,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/wood-doors-houston/,17,14,-3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/wood-doors-houston/
entry door installers,48%,+3%,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),,2,4,+2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,3,4,+1,"Local Pack (0), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front door replacement,48%,0%,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Images (0)",,2,2,0,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
rustic front doors for sale,47%,+44%,Not in top 30,Not in top 30,Stays out,,,Not in top 30,Not in top 30,Stays out,,,2,Not in top 30,Entered,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/houston-rustic-exterior-doors/,4,28,+24,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/houston/houston-rustic-exterior-doors/
glass doors midtown tx,47%,-2%,Not in top 30,Not in top 30,Stays out,Local Pack (0),,Not in top 30,Not in top 30,Stays out,Local Pack (0),,3,2,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/custom-glass-doors-houston/,3,2,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/custom-glass-doors-houston/
interior doors houston tx,46%,-24%,20,8,-12,"Local Pack (0), News (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,16,6,-10,Local Pack (0),https://www.southernfront.com/houston/custom-wood...,16,13,-3,"Local Pack (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/wood-doors-houston/,17,13,-4,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/wood-doors-houston/
